"X","dt_event","n","Time","Median","LI","LS","LIb","LSb","projecao","DRS","virus","base"
693,2024-03-31,NA,11,12,0,94,6,24,"Previsto","FRANCA","covid",2024-04-17
215,2024-04-02,NA,12,20,1,127.05,11,35.25,"Previsto","FRANCA","srag",2024-04-17
692,2024-03-29,NA,11,13,0,104.175,5,24,"Previsto","FRANCA","covid",2024-04-24
215,2024-04-21,NA,12,15,0.975000000000001,92.025,7,27,"Previsto","FRANCA","srag",2024-04-24
693,2024-03-29,NA,11,13,0,101.325,6,25,"Previsto","FRANCA","covid",2024-05-08
215,2024-04-26,NA,12,13,1,68.025,6,23,"Previsto","FRANCA","srag",2024-05-08
686,2024-04-19,NA,10,9,0,101.025,3,20,"Previsto","FRANCA","covid",2024-05-15
215,2024-04-30,NA,12,9,0,55.025,4,17,"Previsto","FRANCA","srag",2024-05-15
686,2024-05-02,NA,10,0,0,69.2249999999998,0,0,"Previsto","FRANCA","covid",2024-05-23
215,2024-05-14,NA,12,7,0,108.025,2,16,"Previsto","FRANCA","srag",2024-05-23
681,2024-04-30,NA,10,0,0,15.025,0,0,"Previsto","FRANCA","covid",2024-05-29
215,2024-05-22,NA,12,2,0,35.05,0,5,"Previsto","FRANCA","srag",2024-05-29
679,2024-05-22,NA,9,0,0,18.025,0,0,"Previsto","FRANCA","covid",2024-06-05
214,2024-06-05,NA,11,5,0,34.025,3,9,"Previsto","FRANCA","srag",2024-06-05
679,2024-05-22,NA,9,0,0,21,0,1,"Previsto","FRANCA","covid",2024-06-12
215,2024-06-07,NA,12,4,0,33,2,7,"Previsto","FRANCA","srag",2024-06-12
676,2024-06-14,NA,7,0,0,550.274999999999,0,0,"Previsto","FRANCA","covid",2024-06-26
216,2024-06-19,NA,12,17.5,3,104.15,10,30,"Previsto","FRANCA","srag",2024-06-26
677,2024-06-14,NA,8,2,0,790.749999999997,0,11,"Previsto","FRANCA","covid",2024-07-04
216,2024-06-22,NA,12,17,3,107.05,10,30,"Previsto","FRANCA","srag",2024-07-04
675,2024-07-19,NA,8,12,0,976.024999999996,5,33,"Previsto","FRANCA","covid",2024-07-23
216,2024-07-20,NA,12,111.5,18,913.375,61,196.25,"Previsto","FRANCA","srag",2024-07-23
666,2024-08-03,NA,9,3,0,52.025,1,7,"Previsto","FRANCA","covid",2024-08-14
216,2024-08-07,NA,12,16,1,128.1,8,31,"Previsto","FRANCA","srag",2024-08-14
667,2024-08-03,NA,9,2,0,46,1,7,"Previsto","FRANCA","covid",2024-08-21
216,2024-08-08,NA,12,15,1,166.1,8,30,"Previsto","FRANCA","srag",2024-08-21
666,2024-08-13,NA,10,5,0,49.05,2,10,"Previsto","FRANCA","covid",2024-08-28
216,2024-08-22,NA,12,17,1,287.175,8,38,"Previsto","FRANCA","srag",2024-08-28
667,2024-08-27,NA,10,6,0,82.025,3,14,"Previsto","FRANCA","covid",2024-09-03
216,2024-08-27,NA,12,9,0,131,4,20.25,"Previsto","FRANCA","srag",2024-09-03
666,2024-08-27,NA,10,7,0,68.025,3,15,"Previsto","FRANCA","covid",2024-09-11
216,2024-09-11,NA,12,13,2,57.025,7,20,"Previsto","FRANCA","srag",2024-09-11
667,2024-09-04,NA,10,5,0,110.025,2,11,"Previsto","FRANCA","covid",2024-09-18
216,2024-09-18,NA,12,12,1,54,7,20,"Previsto","FRANCA","srag",2024-09-18
668,2024-09-04,NA,10,6,0,84.0749999999999,3,12,"Previsto","FRANCA","covid",2024-09-25
216,2024-09-18,NA,12,19,5,74.025,13,30,"Previsto","FRANCA","srag",2024-09-25
669,2024-09-21,NA,11,5,0,36,2,9,"Previsto","FRANCA","covid",2024-10-02
216,2024-10-01,NA,12,5,0,23,2,8.25,"Previsto","FRANCA","srag",2024-10-02
349,2023-05-24,11,12,60,24,155,45,82,"Previsto","GRANDE SÃO PAULO","covid",2023-05-31
115,2023-05-31,9,10,667,443.925,1017.2,590,751.25,"Previsto","GRANDE SÃO PAULO","srag",2023-05-31
349,2023-05-30,11,12,31,13,65.025,23,41,"Previsto","GRANDE SÃO PAULO","covid",2023-06-06
115,2023-06-06,9,10,588.5,336.975,1008.05,491.75,696.25,"Previsto","GRANDE SÃO PAULO","srag",2023-06-06
349,2023-06-14,11,12,16,3,34,11,21,"Previsto","GRANDE SÃO PAULO","covid",2023-06-14
115,2023-06-14,9,10,562,328,865.125,482,647,"Previsto","GRANDE SÃO PAULO","srag",2023-06-14
347,2023-06-13,11,12,17,4.975,35,12,23,"Previsto","GRANDE SÃO PAULO","covid",2023-06-20
115,2023-06-20,9,10,624,340.875,996.025,528.5,736.25,"Previsto","GRANDE SÃO PAULO","srag",2023-06-20
349,2023-07-06,11,12,22,9,44,17,28,"Previsto","GRANDE SÃO PAULO","covid",2023-07-06
115,2023-07-06,9,10,387,221.95,614.05,326.75,455.25,"Previsto","GRANDE SÃO PAULO","srag",2023-07-06
349,2023-07-12,11,12,21,7,44.025,16,27,"Previsto","GRANDE SÃO PAULO","covid",2023-07-19
115,2023-07-19,9,10,390,189.95,649.1,323,457,"Previsto","GRANDE SÃO PAULO","srag",2023-07-19
348,2023-07-18,11,12,16,4,37,11,21,"Previsto","GRANDE SÃO PAULO","covid",2023-07-25
115,2023-07-25,9,10,385,219.95,599.075,329,453,"Previsto","GRANDE SÃO PAULO","srag",2023-07-25
349,2023-07-26,11,12,14,4,34,10,19,"Previsto","GRANDE SÃO PAULO","covid",2023-08-02
115,2023-08-02,9,10,301,183.975,489,258,349,"Previsto","GRANDE SÃO PAULO","srag",2023-08-02
348,2023-08-01,11,12,13,4,31,9,17,"Previsto","GRANDE SÃO PAULO","covid",2023-08-08
115,2023-08-08,9,10,344.5,203,709,288,419.25,"Previsto","GRANDE SÃO PAULO","srag",2023-08-08
347,2023-08-16,11,12,49,17,131.15,34,68,"Previsto","GRANDE SÃO PAULO","covid",2023-08-16
115,2023-08-16,9,10,460.5,202.95,936.05,365,579.5,"Previsto","GRANDE SÃO PAULO","srag",2023-08-16
348,2023-08-23,11,12,49,13,115,35,66,"Previsto","GRANDE SÃO PAULO","covid",2023-08-23
115,2023-08-23,9,10,465.5,222.975,969.624999999999,361,590,"Previsto","GRANDE SÃO PAULO","srag",2023-08-23
349,2023-08-23,11,12,55,16,135,40,76,"Previsto","GRANDE SÃO PAULO","covid",2023-08-30
115,2023-08-30,9,10,391,171.975,740,307,488,"Previsto","GRANDE SÃO PAULO","srag",2023-08-30
349,2023-09-06,11,12,109,56.975,223.125,89,135,"Previsto","GRANDE SÃO PAULO","covid",2023-09-06
115,2023-09-06,9,10,347,173.95,659.225,279,431,"Previsto","GRANDE SÃO PAULO","srag",2023-09-06
348,2023-09-19,11,12,226,93,456,175,285.25,"Previsto","GRANDE SÃO PAULO","covid",2023-09-19
115,2023-09-19,9,10,496,319.925,764.025,426.75,566,"Previsto","GRANDE SÃO PAULO","srag",2023-09-19
349,2023-09-27,11,12,341.5,128,675.025,260,423.25,"Previsto","GRANDE SÃO PAULO","covid",2023-09-27
115,2023-09-27,9,10,480.5,249,770.1,405.75,567.25,"Previsto","GRANDE SÃO PAULO","srag",2023-09-27
347,2023-10-06,11,12,352,178,590.1,289,420,"Previsto","GRANDE SÃO PAULO","covid",2023-10-06
115,2023-10-06,9,10,417,245,684,352,488.25,"Previsto","GRANDE SÃO PAULO","srag",2023-10-06
346,2023-10-11,11,12,253,124.975,482.1,200,310,"Previsto","GRANDE SÃO PAULO","covid",2023-10-11
115,2023-10-11,9,10,557,347.975,876.05,485,650.25,"Previsto","GRANDE SÃO PAULO","srag",2023-10-11
348,2023-10-18,11,12,250,93,554.025,185.75,331.25,"Previsto","GRANDE SÃO PAULO","covid",2023-10-18
115,2023-10-18,9,10,465.5,269.95,780.025,388,540,"Previsto","GRANDE SÃO PAULO","srag",2023-10-18
349,2023-10-20,11,12,196.5,69.975,449.025,142,266.25,"Previsto","GRANDE SÃO PAULO","covid",2023-10-20
115,2023-10-20,9,10,351.5,139.925,633.05,266,435.25,"Previsto","GRANDE SÃO PAULO","srag",2023-10-20
349,2023-10-25,11,12,227,82.975,483.025,170.75,292,"Previsto","GRANDE SÃO PAULO","covid",2023-10-25
115,2023-10-25,9,10,545,283.975,898.1,448.75,649.25,"Previsto","GRANDE SÃO PAULO","srag",2023-10-25
349,2023-11-01,11,12,216,81.975,449.075,164,284,"Previsto","GRANDE SÃO PAULO","covid",2023-11-01
115,2023-11-01,9,10,639.5,319,1096.3,519,767,"Previsto","GRANDE SÃO PAULO","srag",2023-11-01
349,2023-11-08,11,12,93.5,28.975,232.025,65,136,"Previsto","GRANDE SÃO PAULO","covid",2023-11-08
115,2023-11-08,9,10,333,100.975,775.275,231,460.25,"Previsto","GRANDE SÃO PAULO","srag",2023-11-08
349,2023-11-12,11,12,167,67.975,348.05,127,212,"Previsto","GRANDE SÃO PAULO","covid",2023-11-13
115,2023-11-13,9,10,455.5,216,759.15,365.75,552.25,"Previsto","GRANDE SÃO PAULO","srag",2023-11-13
349,2023-11-29,11,12,23,4,66,14,34,"Previsto","GRANDE SÃO PAULO","covid",2023-11-29
115,2023-11-29,9,10,232.5,109,453.075,178.75,295.25,"Previsto","GRANDE SÃO PAULO","srag",2023-11-29
349,2023-12-06,11,12,21,5.975,64.025,14,30,"Previsto","GRANDE SÃO PAULO","covid",2023-12-06
115,2023-12-06,9,10,271,126,495,215,336,"Previsto","GRANDE SÃO PAULO","srag",2023-12-06
349,2023-12-06,11,12,43,15,130.125,31.75,59,"Previsto","GRANDE SÃO PAULO","covid",2023-12-13
115,2023-12-13,9,10,276,133.95,546,220,347,"Previsto","GRANDE SÃO PAULO","srag",2023-12-13
349,2023-12-20,11,12,17,5,47.025,12,25,"Previsto","GRANDE SÃO PAULO","covid",2023-12-20
115,2023-12-20,9,10,324,176.925,583.375,269.75,397.25,"Previsto","GRANDE SÃO PAULO","srag",2023-12-20
348,2023-12-20,11,12,22,7,58,16,31,"Previsto","GRANDE SÃO PAULO","covid",2023-12-27
115,2023-12-27,9,10,226,99.975,496.075,174.75,284,"Previsto","GRANDE SÃO PAULO","srag",2023-12-27
348,2024-01-03,11,12,12,4,26.025,9,16,"Previsto","GRANDE SÃO PAULO","covid",2024-01-03
115,2024-01-03,9,10,148,45,401.175,105.75,199,"Previsto","GRANDE SÃO PAULO","srag",2024-01-03
349,2024-01-17,11,12,33,5,96.025,22,47,"Previsto","GRANDE SÃO PAULO","covid",2024-01-17
115,2024-01-17,9,10,192,73,393.05,145,247,"Previsto","GRANDE SÃO PAULO","srag",2024-01-17
349,2024-01-31,11,12,97.5,48,220.025,74.75,125,"Previsto","GRANDE SÃO PAULO","covid",2024-01-31
115,2024-01-31,9,10,205,92,645.05,157,277.25,"Previsto","GRANDE SÃO PAULO","srag",2024-01-31
721,2024-02-07,NA,12,63,3.975,182.05,34,95,"Previsto","GRANDE SÃO PAULO","covid",2024-02-07
242,2024-01-31,NA,12,275.5,174,462.025,237,321,"Previsto","GRANDE SÃO PAULO","srag",2024-02-07
719,2024-02-15,NA,12,100,18.95,285.025,69,147,"Previsto","GRANDE SÃO PAULO","covid",2024-02-14
242,2024-02-08,NA,12,485,289.925,902.125,402.75,586.5,"Previsto","GRANDE SÃO PAULO","srag",2024-02-14
719,2024-02-14,NA,12,282,125,588.2,219,360.25,"Previsto","GRANDE SÃO PAULO","covid",2024-02-21
242,2024-02-14,NA,10,523.5,249,1287.125,407,681.25,"Previsto","GRANDE SÃO PAULO","srag",2024-02-21
719,2024-02-21,NA,12,204,53.975,449.05,143,280,"Previsto","GRANDE SÃO PAULO","covid",2024-02-28
242,2024-02-21,NA,10,598.5,273.925,1247.6,479.75,758,"Previsto","GRANDE SÃO PAULO","srag",2024-02-28
346,2024-03-06,11,12,169,65.975,343,127,222,"Previsto","GRANDE SÃO PAULO","covid",2024-03-06
115,2024-02-28,9,10,663,239.975,1517.05,477,879,"Previsto","GRANDE SÃO PAULO","srag",2024-03-06
346,2024-03-13,11,12,51,13,134,35,75,"Previsto","GRANDE SÃO PAULO","covid",2024-03-13
114,2024-03-13,9,10,441,222,834,357,540.25,"Previsto","GRANDE SÃO PAULO","srag",2024-03-13
719,2024-03-16,NA,12,55,16,149.025,39,75,"Previsto","GRANDE SÃO PAULO","covid",2024-03-18
242,2024-03-11,NA,10,369,168.925,763.549999999999,281.75,463,"Previsto","GRANDE SÃO PAULO","srag",2024-03-18
719,2024-03-13,NA,12,58,17,147.1,39,81,"Previsto","GRANDE SÃO PAULO","covid",2024-03-20
242,2024-03-13,NA,10,368,161.925,784.225,289,464,"Previsto","GRANDE SÃO PAULO","srag",2024-03-20
720,2024-03-20,NA,12,29,9,86.025,19,41,"Previsto","GRANDE SÃO PAULO","covid",2024-03-27
242,2024-03-20,NA,10,362,174,784.025,289,464,"Previsto","GRANDE SÃO PAULO","srag",2024-03-27
720,2024-04-02,NA,12,14,2,51.025,9,22,"Previsto","GRANDE SÃO PAULO","covid",2024-04-10
242,2024-04-03,NA,10,401,233,698.05,337,493,"Previsto","GRANDE SÃO PAULO","srag",2024-04-10
720,2024-04-04,NA,12,14,2,52.025,8,22,"Previsto","GRANDE SÃO PAULO","covid",2024-04-17
242,2024-04-04,NA,10,405,224.975,708.2,339,491,"Previsto","GRANDE SÃO PAULO","srag",2024-04-17
719,2024-04-13,NA,12,11,2,39.025,7,16,"Previsto","GRANDE SÃO PAULO","covid",2024-04-24
242,2024-04-21,NA,10,455,220.95,821.05,366.75,556,"Previsto","GRANDE SÃO PAULO","srag",2024-04-24
720,2024-04-26,NA,12,9,2,34,6,14.25,"Previsto","GRANDE SÃO PAULO","covid",2024-05-08
242,2024-05-03,NA,10,119,16,494.1,65.75,226,"Previsto","GRANDE SÃO PAULO","srag",2024-05-08
713,2024-05-08,NA,12,5,0,15,3,8,"Previsto","GRANDE SÃO PAULO","covid",2024-05-15
242,2024-05-08,NA,10,452,235.925,827.075,376,549,"Previsto","GRANDE SÃO PAULO","srag",2024-05-15
713,2024-05-15,NA,12,4,0,16.05,2,7,"Previsto","GRANDE SÃO PAULO","covid",2024-05-23
242,2024-05-15,NA,10,453.5,246.975,755.1,373,550,"Previsto","GRANDE SÃO PAULO","srag",2024-05-23
708,2024-05-22,NA,12,6,1,46,4,12,"Previsto","GRANDE SÃO PAULO","covid",2024-05-29
242,2024-05-22,NA,10,509.5,259,1149.1,406,641.25,"Previsto","GRANDE SÃO PAULO","srag",2024-05-29
706,2024-05-29,NA,12,5,0,28,3,9,"Previsto","GRANDE SÃO PAULO","covid",2024-06-05
241,2024-05-29,NA,10,275.5,137,511.025,227,337,"Previsto","GRANDE SÃO PAULO","srag",2024-06-05
706,2024-05-31,NA,12,5,0,33,3,8,"Previsto","GRANDE SÃO PAULO","covid",2024-06-12
242,2024-06-08,NA,10,284,130.975,505.275,228,347.25,"Previsto","GRANDE SÃO PAULO","srag",2024-06-12
703,2024-06-19,NA,12,32,10,104,21,47,"Previsto","GRANDE SÃO PAULO","covid",2024-06-26
243,2024-06-19,NA,10,647,333,1554.175,518,842.25,"Previsto","GRANDE SÃO PAULO","srag",2024-06-26
704,2024-06-29,NA,12,30,5,117.05,19,45,"Previsto","GRANDE SÃO PAULO","covid",2024-07-04
243,2024-06-30,NA,10,552.5,288.95,1052.2,450,668.25,"Previsto","GRANDE SÃO PAULO","srag",2024-07-04
702,2024-07-09,NA,12,41,10,124.1,27,60,"Previsto","GRANDE SÃO PAULO","covid",2024-07-23
243,2024-07-16,NA,10,431.5,253,699.05,359,508,"Previsto","GRANDE SÃO PAULO","srag",2024-07-23
693,2024-08-07,NA,12,68,35,166.075,53,88,"Previsto","GRANDE SÃO PAULO","covid",2024-08-14
243,2024-08-07,NA,10,554.5,278,1192.025,437,698.25,"Previsto","GRANDE SÃO PAULO","srag",2024-08-14
694,2024-08-16,NA,12,64,19,148.05,48,84,"Previsto","GRANDE SÃO PAULO","covid",2024-08-21
243,2024-08-16,NA,10,394,165.95,943.375,301.75,524.25,"Previsto","GRANDE SÃO PAULO","srag",2024-08-21
693,2024-08-22,NA,12,435,213.975,927.025,346.75,552.5,"Previsto","GRANDE SÃO PAULO","covid",2024-08-28
243,2024-08-22,NA,10,1137.5,547.725,2595.35,891.25,1448,"Previsto","GRANDE SÃO PAULO","srag",2024-08-28
694,2024-08-28,NA,12,295,123,617.05,227,383.25,"Previsto","GRANDE SÃO PAULO","covid",2024-09-03
243,2024-08-28,NA,10,744.5,280.9,1563.325,535,979.75,"Previsto","GRANDE SÃO PAULO","srag",2024-09-03
693,2024-09-05,NA,12,209,85,452.025,156.75,274.25,"Previsto","GRANDE SÃO PAULO","covid",2024-09-11
243,2024-09-05,NA,10,604,253.875,1298.475,462.75,784,"Previsto","GRANDE SÃO PAULO","srag",2024-09-11
694,2024-09-11,NA,12,110,39.975,293.075,79,153.25,"Previsto","GRANDE SÃO PAULO","covid",2024-09-18
243,2024-09-11,NA,10,462.5,234.95,916.025,365,573.25,"Previsto","GRANDE SÃO PAULO","srag",2024-09-18
695,2024-09-19,NA,12,40,12,98.05,28,55,"Previsto","GRANDE SÃO PAULO","covid",2024-09-25
243,2024-09-19,NA,10,361,176.975,676.574999999999,286,445,"Previsto","GRANDE SÃO PAULO","srag",2024-09-25
696,2024-09-25,NA,12,23,6,73.05,16,34,"Previsto","GRANDE SÃO PAULO","covid",2024-10-02
243,2024-09-25,NA,10,419,247,753.125,359.75,501,"Previsto","GRANDE SÃO PAULO","srag",2024-10-02
362,2023-05-19,11,12,6,1,22,4,10,"Previsto","MARÍLIA","covid",2023-05-31
128,2023-05-24,11,12,94,34,323.025,68,134,"Previsto","MARÍLIA","srag",2023-05-31
362,2023-05-30,11,12,4,0,23,2,7,"Previsto","MARÍLIA","covid",2023-06-06
128,2023-05-30,11,12,100,33.975,322.2,71,144,"Previsto","MARÍLIA","srag",2023-06-06
362,2023-05-30,11,12,5,0,28,2,9,"Previsto","MARÍLIA","covid",2023-06-14
128,2023-06-07,11,12,43,5.975,155,27,69,"Previsto","MARÍLIA","srag",2023-06-14
360,2023-06-13,11,12,2,0,12,0,3,"Previsto","MARÍLIA","covid",2023-06-20
128,2023-06-13,11,12,39,4,168,22,65.25,"Previsto","MARÍLIA","srag",2023-06-20
362,2023-06-27,11,12,3,0,20,1,6,"Previsto","MARÍLIA","covid",2023-07-06
128,2023-07-06,11,12,44,10,145.025,29,66,"Previsto","MARÍLIA","srag",2023-07-06
362,2023-07-04,11,12,5,0,23.025,2,8,"Previsto","MARÍLIA","covid",2023-07-19
128,2023-07-12,11,12,61.5,23,163.075,45,83,"Previsto","MARÍLIA","srag",2023-07-19
361,2023-07-11,11,12,2,0,17.025,1,4,"Previsto","MARÍLIA","covid",2023-07-25
128,2023-07-18,11,12,53,15.975,139.025,37,73,"Previsto","MARÍLIA","srag",2023-07-25
362,2023-07-26,11,12,2,0,14,1,5,"Previsto","MARÍLIA","covid",2023-08-02
128,2023-08-02,11,12,26,4,69.05,16,38,"Previsto","MARÍLIA","srag",2023-08-02
361,2023-08-01,11,12,4,0,56.025,2,9,"Previsto","MARÍLIA","covid",2023-08-08
128,2023-08-08,11,12,19,1.975,63.025,10,29,"Previsto","MARÍLIA","srag",2023-08-08
360,2023-08-09,11,12,6,0,67,3,11,"Previsto","MARÍLIA","covid",2023-08-16
128,2023-08-16,11,12,29,5,90.025,19,44,"Previsto","MARÍLIA","srag",2023-08-16
361,2023-08-15,11,12,6,0,53,3,11,"Previsto","MARÍLIA","covid",2023-08-23
128,2023-08-23,11,12,22,2,69,13,35,"Previsto","MARÍLIA","srag",2023-08-23
362,2023-08-17,11,12,9,1,65.05,5,18,"Previsto","MARÍLIA","covid",2023-08-30
128,2023-08-23,11,12,42,13,102,30,58,"Previsto","MARÍLIA","srag",2023-08-30
362,2023-08-30,11,12,5,0,25.025,3,9,"Previsto","MARÍLIA","covid",2023-09-06
128,2023-08-30,11,12,21,3,63,13,32,"Previsto","MARÍLIA","srag",2023-09-06
361,2023-09-12,11,12,7,0,52.05,4,13,"Previsto","MARÍLIA","covid",2023-09-19
128,2023-09-19,11,12,14,2,54.025,8,23,"Previsto","MARÍLIA","srag",2023-09-19
362,2023-09-20,11,12,9,1.975,45.05,6,15,"Previsto","MARÍLIA","covid",2023-09-27
128,2023-09-20,11,12,40,13,106.05,28,57,"Previsto","MARÍLIA","srag",2023-09-27
360,2023-09-28,11,12,30,9,189.025,19,50,"Previsto","MARÍLIA","covid",2023-10-06
128,2023-10-06,11,12,28,6,79.05,18,41,"Previsto","MARÍLIA","srag",2023-10-06
359,2023-10-04,11,12,16,2,65.025,10,26,"Previsto","MARÍLIA","covid",2023-10-11
128,2023-10-11,11,12,23,5,73.025,15,33,"Previsto","MARÍLIA","srag",2023-10-11
361,2023-10-10,11,12,18,2,86.025,11,30,"Previsto","MARÍLIA","covid",2023-10-18
128,2023-10-11,11,12,31,7,88.025,20,43,"Previsto","MARÍLIA","srag",2023-10-18
362,2023-10-20,11,12,11,0,79.025,5,21,"Previsto","MARÍLIA","covid",2023-10-20
128,2023-10-20,11,12,24,5,69.025,15,34,"Previsto","MARÍLIA","srag",2023-10-20
362,2023-10-18,11,12,3,0,45,0,8,"Previsto","MARÍLIA","covid",2023-10-25
128,2023-10-25,11,12,22,4,64,15,33,"Previsto","MARÍLIA","srag",2023-10-25
362,2023-10-24,11,12,23,3,110.05,14,37.25,"Previsto","MARÍLIA","covid",2023-11-01
128,2023-10-25,11,12,43,15,107,31,58,"Previsto","MARÍLIA","srag",2023-11-01
362,2023-11-08,11,12,8,0,55.025,4,14,"Previsto","MARÍLIA","covid",2023-11-08
128,2023-11-08,11,12,17,1,56,9,27,"Previsto","MARÍLIA","srag",2023-11-08
362,2023-11-11,11,12,12,2,64.05,7,20,"Previsto","MARÍLIA","covid",2023-11-13
128,2023-11-11,11,12,47,14,168,32,70,"Previsto","MARÍLIA","srag",2023-11-13
362,2023-11-22,11,12,12,2,50.05,8,17,"Previsto","MARÍLIA","covid",2023-11-29
128,2023-11-22,11,12,49,20,119,37,63,"Previsto","MARÍLIA","srag",2023-11-29
362,2023-11-29,11,12,11,1.975,41,7,16,"Previsto","MARÍLIA","covid",2023-12-06
128,2023-12-06,11,12,16,2.975,46,9,24,"Previsto","MARÍLIA","srag",2023-12-06
362,2023-12-05,11,12,11,2,43,7,18,"Previsto","MARÍLIA","covid",2023-12-13
128,2023-12-13,11,12,7,0,28.025,4,12,"Previsto","MARÍLIA","srag",2023-12-13
362,2023-12-12,11,12,6,0,31,3,11,"Previsto","MARÍLIA","covid",2023-12-20
128,2023-12-20,11,12,11,1.975,37,6,17,"Previsto","MARÍLIA","srag",2023-12-20
361,2023-12-23,11,12,4,0,14,2,6,"Previsto","MARÍLIA","covid",2023-12-27
128,2023-12-23,11,12,24,6.975,80,16,35,"Previsto","MARÍLIA","srag",2023-12-27
361,2023-12-23,11,12,4,0,17,2,6,"Previsto","MARÍLIA","covid",2024-01-03
128,2023-12-27,11,12,11,2,34,7,17,"Previsto","MARÍLIA","srag",2024-01-03
362,2024-01-09,11,12,2,0,12,1,4,"Previsto","MARÍLIA","covid",2024-01-17
128,2024-01-10,11,12,9,2,34,6,15,"Previsto","MARÍLIA","srag",2024-01-17
362,2024-01-24,11,12,7,0,102.35,3,15.25,"Previsto","MARÍLIA","covid",2024-01-31
128,2024-01-31,11,12,10,2,26,6,13,"Previsto","MARÍLIA","srag",2024-01-31
748,2024-01-30,NA,12,6,0,29.025,3,9,"Previsto","MARÍLIA","covid",2024-02-07
269,2024-01-31,NA,12,12,2,28,8,16,"Previsto","MARÍLIA","srag",2024-02-07
746,2024-02-09,NA,12,8,1,29.025,5,12,"Previsto","MARÍLIA","covid",2024-02-14
269,2024-02-13,NA,12,10,1,34,6,15,"Previsto","MARÍLIA","srag",2024-02-14
746,2024-02-14,NA,12,12,2,43.025,8,19,"Previsto","MARÍLIA","covid",2024-02-21
269,2024-02-21,NA,12,16,1,43,10,23,"Previsto","MARÍLIA","srag",2024-02-21
746,2024-02-21,NA,12,19,4,49.025,12.75,26,"Previsto","MARÍLIA","covid",2024-02-28
269,2024-02-21,NA,12,32,12,73,24,41,"Previsto","MARÍLIA","srag",2024-02-28
359,2024-02-28,11,12,27,5,93.05,17,38,"Previsto","MARÍLIA","covid",2024-03-06
128,2024-02-28,11,12,31,9,77.025,22,43,"Previsto","MARÍLIA","srag",2024-03-06
359,2024-03-06,11,12,37,5,108.05,24,51,"Previsto","MARÍLIA","covid",2024-03-13
127,2024-03-06,11,12,76,37,160,60,96,"Previsto","MARÍLIA","srag",2024-03-13
746,2024-03-16,NA,12,39,13.975,89,29,53,"Previsto","MARÍLIA","covid",2024-03-18
269,2024-03-11,NA,12,77,33,148,60.75,94.25,"Previsto","MARÍLIA","srag",2024-03-18
746,2024-03-20,NA,12,8,0,44.025,4,16,"Previsto","MARÍLIA","covid",2024-03-20
269,2024-03-20,NA,12,10,0,40.025,5,17.25,"Previsto","MARÍLIA","srag",2024-03-20
747,2024-03-27,NA,12,2,0,17.025,1,5,"Previsto","MARÍLIA","covid",2024-03-27
269,2024-03-27,NA,12,27.5,6,72.025,18,39,"Previsto","MARÍLIA","srag",2024-03-27
747,2024-04-03,NA,12,1,0,13,0,3,"Previsto","MARÍLIA","covid",2024-04-10
269,2024-04-10,NA,12,17,3,58.025,10,26,"Previsto","MARÍLIA","srag",2024-04-10
747,2024-04-03,NA,12,1,0,12,0,3,"Previsto","MARÍLIA","covid",2024-04-17
269,2024-04-11,NA,12,52,20,116.05,40,68,"Previsto","MARÍLIA","srag",2024-04-17
746,2024-04-10,NA,12,2,0,16.025,1,4,"Previsto","MARÍLIA","covid",2024-04-24
269,2024-04-20,NA,12,88,42.975,196.05,68,110.25,"Previsto","MARÍLIA","srag",2024-04-24
747,2024-04-18,NA,12,2,0,26,1,5,"Previsto","MARÍLIA","covid",2024-05-08
269,2024-05-03,NA,12,75,34,149.025,59,94,"Previsto","MARÍLIA","srag",2024-05-08
738,2024-05-07,NA,10,3,0,49,1,8,"Previsto","MARÍLIA","covid",2024-05-15
269,2024-05-15,NA,12,7,0,41,3,14,"Previsto","MARÍLIA","srag",2024-05-15
738,2024-05-08,NA,10,3,0,35.025,1,7,"Previsto","MARÍLIA","covid",2024-05-23
269,2024-05-22,NA,12,14,1,47.025,7,22,"Previsto","MARÍLIA","srag",2024-05-23
733,2024-05-08,NA,10,3,0,47.0749999999999,1,7,"Previsto","MARÍLIA","covid",2024-05-29
269,2024-05-29,NA,12,11,2,34,7,17,"Previsto","MARÍLIA","srag",2024-05-29
731,2024-05-09,NA,10,3,0,47,1,7,"Previsto","MARÍLIA","covid",2024-06-05
268,2024-05-29,NA,12,12,2,35.025,7,18,"Previsto","MARÍLIA","srag",2024-06-05
731,2024-05-09,NA,10,3,0,36.025,1,8,"Previsto","MARÍLIA","covid",2024-06-12
269,2024-06-08,NA,12,19,5,51,13,27,"Previsto","MARÍLIA","srag",2024-06-12
725,2024-06-12,NA,7,0,0,16634.8249999997,0,1,"Previsto","MARÍLIA","covid",2024-06-26
270,2024-06-19,NA,12,20,6,45.025,15,27,"Previsto","MARÍLIA","srag",2024-06-26
726,2024-06-13,NA,7,0,0,5484.85,0,1,"Previsto","MARÍLIA","covid",2024-07-04
270,2024-06-29,NA,12,25,7.975,58.05,19,33,"Previsto","MARÍLIA","srag",2024-07-04
724,2024-07-05,NA,7,10,0,268.075,4,23,"Previsto","MARÍLIA","covid",2024-07-23
270,2024-07-16,NA,12,25,7,56.025,17,34,"Previsto","MARÍLIA","srag",2024-07-23
714,2024-08-06,NA,10,7,0,243.749999999999,3,17,"Previsto","MARÍLIA","covid",2024-08-14
270,2024-08-07,NA,12,21,7,63.05,15,29,"Previsto","MARÍLIA","srag",2024-08-14
