"Time","date_onset","Median","LI","LS","LIb","LSb","obs_naive","base","DRS","widw","virus","tipo"
3,2023-11-14,4,0,11,2,6,4,2024-02-07,"ARARAQUARA","8 ou 10","covid","corte 3 semanas"
4,2023-11-21,4,0,10,2,5,3,2024-02-07,"ARARAQUARA","8 ou 10","covid","corte 3 semanas"
5,2023-11-28,3,0,10,2,5,1,2024-02-07,"ARARAQUARA","8 ou 10","covid","corte 3 semanas"
6,2023-12-05,3,0,9.02499999999998,2,5,7,2024-02-07,"ARARAQUARA","8 ou 10","covid","corte 3 semanas"
7,2023-12-12,3,0,9.02499999999998,2,5,NA,2024-02-07,"ARARAQUARA","8 ou 10","covid","corte 3 semanas"
8,2023-12-19,3,0,8,1,4,1,2024-02-07,"ARARAQUARA","8 ou 10","covid","corte 3 semanas"
9,2023-12-26,2,0,8,1,4,4,2024-02-07,"ARARAQUARA","8 ou 10","covid","corte 3 semanas"
10,2024-01-02,2,0,7,1,3,3,2024-02-07,"ARARAQUARA","8 ou 10","covid","corte 3 semanas"
11,2024-01-09,2,0,8,1,3,1,2024-02-07,"ARARAQUARA","8 ou 10","covid","corte 3 semanas"
12,2024-01-16,2,0,8,1,3,NA,2024-02-07,"ARARAQUARA","8 ou 10","covid","corte 3 semanas"
13,2024-01-23,1,0,10,0,3,NA,2024-02-07,"ARARAQUARA","8 ou 10","covid","corte 3 semanas"
14,2024-01-30,1,0,16,0,3,NA,2024-02-07,"ARARAQUARA","8 ou 10","covid","corte 3 semanas"
15,2024-02-06,1,0,26,0,3,NA,2024-02-07,"ARARAQUARA","8 ou 10","covid","corte 3 semanas"
1,2023-10-25,16,6,31,12,20,16,2024-02-07,"BAIXADA SANTISTA","8 ou 10","covid","corte 3 semanas"
2,2023-11-01,13,5,24,10,16,12,2024-02-07,"BAIXADA SANTISTA","8 ou 10","covid","corte 3 semanas"
3,2023-11-08,10,4,19.025,8,13,14,2024-02-07,"BAIXADA SANTISTA","8 ou 10","covid","corte 3 semanas"
4,2023-11-15,8,3,15,6,10,6,2024-02-07,"BAIXADA SANTISTA","8 ou 10","covid","corte 3 semanas"
5,2023-11-22,6,2,14,5,8.25,6,2024-02-07,"BAIXADA SANTISTA","8 ou 10","covid","corte 3 semanas"
6,2023-11-29,5,1,12,4,7,5,2024-02-07,"BAIXADA SANTISTA","8 ou 10","covid","corte 3 semanas"
7,2023-12-06,4,1,10,3,6,7,2024-02-07,"BAIXADA SANTISTA","8 ou 10","covid","corte 3 semanas"
8,2023-12-13,3,0,9,2,5,4,2024-02-07,"BAIXADA SANTISTA","8 ou 10","covid","corte 3 semanas"
9,2023-12-20,3,0,8,2,4,2,2024-02-07,"BAIXADA SANTISTA","8 ou 10","covid","corte 3 semanas"
10,2023-12-27,2,0,7,1,4,1,2024-02-07,"BAIXADA SANTISTA","8 ou 10","covid","corte 3 semanas"
11,2024-01-03,2,0,7,1,4,4,2024-02-07,"BAIXADA SANTISTA","8 ou 10","covid","corte 3 semanas"
12,2024-01-10,2,0,8,1,3,NA,2024-02-07,"BAIXADA SANTISTA","8 ou 10","covid","corte 3 semanas"
13,2024-01-17,2,0,12,1,3,NA,2024-02-07,"BAIXADA SANTISTA","8 ou 10","covid","corte 3 semanas"
14,2024-01-24,1,0,15.025,0,3,NA,2024-02-07,"BAIXADA SANTISTA","8 ou 10","covid","corte 3 semanas"
15,2024-01-31,1,0,34.025,0,3,NA,2024-02-07,"BAIXADA SANTISTA","8 ou 10","covid","corte 3 semanas"
1,2023-10-28,1,0,5,0,2,1,2024-02-07,"BARRETOS","8 ou 10","covid","corte 3 semanas"
2,2023-11-04,1,0,5,0,2,1,2024-02-07,"BARRETOS","8 ou 10","covid","corte 3 semanas"
3,2023-11-11,1,0,5,0,2,1,2024-02-07,"BARRETOS","8 ou 10","covid","corte 3 semanas"
4,2023-11-18,1,0,4,0,2,2,2024-02-07,"BARRETOS","8 ou 10","covid","corte 3 semanas"
5,2023-11-25,1,0,4,0,2,1,2024-02-07,"BARRETOS","8 ou 10","covid","corte 3 semanas"
6,2023-12-02,1,0,5,0,2,NA,2024-02-07,"BARRETOS","8 ou 10","covid","corte 3 semanas"
7,2023-12-09,1,0,4,0,2,1,2024-02-07,"BARRETOS","8 ou 10","covid","corte 3 semanas"
8,2023-12-16,1,0,4,0,2,NA,2024-02-07,"BARRETOS","8 ou 10","covid","corte 3 semanas"
9,2023-12-23,1,0,5,0,2,NA,2024-02-07,"BARRETOS","8 ou 10","covid","corte 3 semanas"
10,2023-12-30,1,0,5,0,2,1,2024-02-07,"BARRETOS","8 ou 10","covid","corte 3 semanas"
11,2024-01-06,1,0,6,0,2,1,2024-02-07,"BARRETOS","8 ou 10","covid","corte 3 semanas"
12,2024-01-13,1,0,7,0,2,NA,2024-02-07,"BARRETOS","8 ou 10","covid","corte 3 semanas"
13,2024-01-20,1,0,13.025,0,2,NA,2024-02-07,"BARRETOS","8 ou 10","covid","corte 3 semanas"
14,2024-01-27,1,0,28.05,0,3,NA,2024-02-07,"BARRETOS","8 ou 10","covid","corte 3 semanas"
15,2024-02-03,1,0,67.1749999999998,0,3,NA,2024-02-07,"BARRETOS","8 ou 10","covid","corte 3 semanas"
1,2023-10-18,20,7,44.025,15.75,27,27,2024-02-07,"BAURU","8 ou 10","covid","corte 3 semanas"
2,2023-10-25,15,5,31,11.75,20,9,2024-02-07,"BAURU","8 ou 10","covid","corte 3 semanas"
3,2023-11-01,12,3,25,9,16,13,2024-02-07,"BAURU","8 ou 10","covid","corte 3 semanas"
4,2023-11-08,10,3,21.025,7.75,13,9,2024-02-07,"BAURU","8 ou 10","covid","corte 3 semanas"
5,2023-11-15,9,2,17,6,11,12,2024-02-07,"BAURU","8 ou 10","covid","corte 3 semanas"
6,2023-11-22,7,2,16,5,9,4,2024-02-07,"BAURU","8 ou 10","covid","corte 3 semanas"
7,2023-11-29,6,1,13.025,4,8,8,2024-02-07,"BAURU","8 ou 10","covid","corte 3 semanas"
8,2023-12-06,5,0,12,3,7,NA,2024-02-07,"BAURU","8 ou 10","covid","corte 3 semanas"
9,2023-12-13,4,0,12,3,6,4,2024-02-07,"BAURU","8 ou 10","covid","corte 3 semanas"
10,2023-12-20,3,0,9,2,5,6,2024-02-07,"BAURU","8 ou 10","covid","corte 3 semanas"
11,2023-12-27,3,0,9,1,4,1,2024-02-07,"BAURU","8 ou 10","covid","corte 3 semanas"
12,2024-01-03,2,0,9,1,4,NA,2024-02-07,"BAURU","8 ou 10","covid","corte 3 semanas"
13,2024-01-10,1,0,10,0,3,NA,2024-02-07,"BAURU","8 ou 10","covid","corte 3 semanas"
14,2024-01-17,1,0,13,0,3,NA,2024-02-07,"BAURU","8 ou 10","covid","corte 3 semanas"
15,2024-01-24,1,0,15.025,0,3,NA,2024-02-07,"BAURU","8 ou 10","covid","corte 3 semanas"
1,2023-10-27,67,36,106,57,77,66,2024-02-07,"CAMPINAS","8 ou 10","covid","corte 3 semanas"
2,2023-11-03,51,29.975,78.025,44,59,50,2024-02-07,"CAMPINAS","8 ou 10","covid","corte 3 semanas"
3,2023-11-10,39,22,62,34,45,45,2024-02-07,"CAMPINAS","8 ou 10","covid","corte 3 semanas"
4,2023-11-17,30,16,48.025,25,35,32,2024-02-07,"CAMPINAS","8 ou 10","covid","corte 3 semanas"
5,2023-11-24,21,10,35,17,26,24,2024-02-07,"CAMPINAS","8 ou 10","covid","corte 3 semanas"
6,2023-12-01,15,6,28,12,19,9,2024-02-07,"CAMPINAS","8 ou 10","covid","corte 3 semanas"
7,2023-12-08,12,4,23,9,15,9,2024-02-07,"CAMPINAS","8 ou 10","covid","corte 3 semanas"
8,2023-12-15,10,4,19,8,13,9,2024-02-07,"CAMPINAS","8 ou 10","covid","corte 3 semanas"
9,2023-12-22,10,3,19,7,12,15,2024-02-07,"CAMPINAS","8 ou 10","covid","corte 3 semanas"
10,2023-12-29,8,2.975,17,6,11,9,2024-02-07,"CAMPINAS","8 ou 10","covid","corte 3 semanas"
11,2024-01-05,7,2,15,5,9,6,2024-02-07,"CAMPINAS","8 ou 10","covid","corte 3 semanas"
12,2024-01-12,5,1,17.025,3,8,NA,2024-02-07,"CAMPINAS","8 ou 10","covid","corte 3 semanas"
13,2024-01-19,4,0,20.025,3,7,NA,2024-02-07,"CAMPINAS","8 ou 10","covid","corte 3 semanas"
14,2024-01-26,4,0,27.025,2,7,NA,2024-02-07,"CAMPINAS","8 ou 10","covid","corte 3 semanas"
15,2024-02-02,3,0,42.025,1,7,NA,2024-02-07,"CAMPINAS","8 ou 10","covid","corte 3 semanas"
1,2023-10-27,8,1.975,22,5,12,11,2024-02-07,"FRANCA","8 ou 10","covid","corte 3 semanas"
2,2023-11-03,5,1,14,3,8,2,2024-02-07,"FRANCA","8 ou 10","covid","corte 3 semanas"
3,2023-11-10,4,0,12,2.75,6,6,2024-02-07,"FRANCA","8 ou 10","covid","corte 3 semanas"
4,2023-11-17,3,0,9,2,5,4,2024-02-07,"FRANCA","8 ou 10","covid","corte 3 semanas"
5,2023-11-24,2,0,8,1,4,2,2024-02-07,"FRANCA","8 ou 10","covid","corte 3 semanas"
6,2023-12-01,2,0,7,1,3,1,2024-02-07,"FRANCA","8 ou 10","covid","corte 3 semanas"
7,2023-12-08,2,0,7,1,3,2,2024-02-07,"FRANCA","8 ou 10","covid","corte 3 semanas"
8,2023-12-15,1,0,6,1,3,1,2024-02-07,"FRANCA","8 ou 10","covid","corte 3 semanas"
9,2023-12-22,1,0,6,1,3,1,2024-02-07,"FRANCA","8 ou 10","covid","corte 3 semanas"
10,2023-12-29,2,0,7,1,3,2,2024-02-07,"FRANCA","8 ou 10","covid","corte 3 semanas"
11,2024-01-05,2,0,8,1,4,4,2024-02-07,"FRANCA","8 ou 10","covid","corte 3 semanas"
12,2024-01-12,3,0,24.025,1,6,NA,2024-02-07,"FRANCA","8 ou 10","covid","corte 3 semanas"
13,2024-01-19,3,0,119.025,1,8,NA,2024-02-07,"FRANCA","8 ou 10","covid","corte 3 semanas"
14,2024-01-26,3,0,509.824999999997,1,11,NA,2024-02-07,"FRANCA","8 ou 10","covid","corte 3 semanas"
15,2024-02-02,3,0,2541.97499999997,1,18,NA,2024-02-07,"FRANCA","8 ou 10","covid","corte 3 semanas"
1,2023-11-15,69,30.975,124,57,81,72,2024-02-07,"GRANDE SÃO PAULO","8 ou 10","covid","corte 3 semanas"
2,2023-11-22,57,24.975,107,47,67,53,2024-02-07,"GRANDE SÃO PAULO","8 ou 10","covid","corte 3 semanas"
3,2023-11-29,50,25,88,42,60,56,2024-02-07,"GRANDE SÃO PAULO","8 ou 10","covid","corte 3 semanas"
4,2023-12-06,43,21.975,77,35,51,38,2024-02-07,"GRANDE SÃO PAULO","8 ou 10","covid","corte 3 semanas"
5,2023-12-13,40,20,73,33,48,38,2024-02-07,"GRANDE SÃO PAULO","8 ou 10","covid","corte 3 semanas"
6,2023-12-20,43,19,75.025,35,51,39,2024-02-07,"GRANDE SÃO PAULO","8 ou 10","covid","corte 3 semanas"
7,2023-12-27,44,18,73,34,53,57,2024-02-07,"GRANDE SÃO PAULO","8 ou 10","covid","corte 3 semanas"
8,2024-01-03,33,14,59,27,41,40,2024-02-07,"GRANDE SÃO PAULO","8 ou 10","covid","corte 3 semanas"
9,2024-01-10,21,8,48,15,27,14,2024-02-07,"GRANDE SÃO PAULO","8 ou 10","covid","corte 3 semanas"
10,2024-01-17,14,1,49,7,22,NA,2024-02-07,"GRANDE SÃO PAULO","8 ou 10","covid","corte 3 semanas"
11,2024-01-24,10,0,55.025,3,19,NA,2024-02-07,"GRANDE SÃO PAULO","8 ou 10","covid","corte 3 semanas"
12,2024-01-31,7,0,80.05,1,17,NA,2024-02-07,"GRANDE SÃO PAULO","8 ou 10","covid","corte 3 semanas"
13,2024-02-07,5,0,122.5,1,16,NA,2024-02-07,"GRANDE SÃO PAULO","8 ou 10","covid","corte 3 semanas"
1,2023-10-24,12,4,26,9,16,8,2024-02-07,"MARÍLIA","8 ou 10","covid","corte 3 semanas"
2,2023-10-31,12,5,23,9,15,15,2024-02-07,"MARÍLIA","8 ou 10","covid","corte 3 semanas"
3,2023-11-07,11,4,21,8,14,15,2024-02-07,"MARÍLIA","8 ou 10","covid","corte 3 semanas"
4,2023-11-14,9,3,18,7,12,9,2024-02-07,"MARÍLIA","8 ou 10","covid","corte 3 semanas"
5,2023-11-21,7,2,15,5,10,7,2024-02-07,"MARÍLIA","8 ou 10","covid","corte 3 semanas"
6,2023-11-28,6,1,14,4,8,6,2024-02-07,"MARÍLIA","8 ou 10","covid","corte 3 semanas"
7,2023-12-05,5,1,12,3,7,3,2024-02-07,"MARÍLIA","8 ou 10","covid","corte 3 semanas"
8,2023-12-12,5,1,11,3,6,5,2024-02-07,"MARÍLIA","8 ou 10","covid","corte 3 semanas"
9,2023-12-19,4,0,10,2,6,4,2024-02-07,"MARÍLIA","8 ou 10","covid","corte 3 semanas"
10,2023-12-26,4,0,9,2,5,4,2024-02-07,"MARÍLIA","8 ou 10","covid","corte 3 semanas"
11,2024-01-02,3,0,9,2,5,4,2024-02-07,"MARÍLIA","8 ou 10","covid","corte 3 semanas"
12,2024-01-09,3,0,12,2,5,NA,2024-02-07,"MARÍLIA","8 ou 10","covid","corte 3 semanas"
13,2024-01-16,3,0,21.025,1,5,NA,2024-02-07,"MARÍLIA","8 ou 10","covid","corte 3 semanas"
14,2024-01-23,2,0,36,1,5,NA,2024-02-07,"MARÍLIA","8 ou 10","covid","corte 3 semanas"
15,2024-01-30,2,0,78.3249999999997,1,5,NA,2024-02-07,"MARÍLIA","8 ou 10","covid","corte 3 semanas"
1,2023-10-26,15,3,44.025,10,21,16,2024-02-07,"PIRACICABA","8 ou 10","covid","corte 3 semanas"
2,2023-11-02,12,2,34,8,16,6,2024-02-07,"PIRACICABA","8 ou 10","covid","corte 3 semanas"
3,2023-11-09,9,1,25,6,13,16,2024-02-07,"PIRACICABA","8 ou 10","covid","corte 3 semanas"
4,2023-11-16,7,1,21,5,10.25,11,2024-02-07,"PIRACICABA","8 ou 10","covid","corte 3 semanas"
5,2023-11-23,5,0,15,3,8,2,2024-02-07,"PIRACICABA","8 ou 10","covid","corte 3 semanas"
6,2023-11-30,4,0,10,2,6,2,2024-02-07,"PIRACICABA","8 ou 10","covid","corte 3 semanas"
7,2023-12-07,3,0,10,2,5,6,2024-02-07,"PIRACICABA","8 ou 10","covid","corte 3 semanas"
8,2023-12-14,2,0,8,1,4,2,2024-02-07,"PIRACICABA","8 ou 10","covid","corte 3 semanas"
9,2023-12-21,2,0,6,1,3,1,2024-02-07,"PIRACICABA","8 ou 10","covid","corte 3 semanas"
10,2023-12-28,1,0,6,0,2,2,2024-02-07,"PIRACICABA","8 ou 10","covid","corte 3 semanas"
11,2024-01-04,1,0,5,0,2,1,2024-02-07,"PIRACICABA","8 ou 10","covid","corte 3 semanas"
12,2024-01-11,1,0,7,0,2,NA,2024-02-07,"PIRACICABA","8 ou 10","covid","corte 3 semanas"
13,2024-01-18,0,0,10.025,0,1,NA,2024-02-07,"PIRACICABA","8 ou 10","covid","corte 3 semanas"
14,2024-01-25,0,0,19,0,1,NA,2024-02-07,"PIRACICABA","8 ou 10","covid","corte 3 semanas"
15,2024-02-01,0,0,44.0749999999999,0,1,NA,2024-02-07,"PIRACICABA","8 ou 10","covid","corte 3 semanas"
1,2023-10-19,7,1,19,5,11,6,2024-02-07,"PRESIDENTE PRUDENTE","8 ou 10","covid","corte 3 semanas"
2,2023-10-26,8,2,18,5,10,8,2024-02-07,"PRESIDENTE PRUDENTE","8 ou 10","covid","corte 3 semanas"
3,2023-11-02,8,2,18,5,10,9,2024-02-07,"PRESIDENTE PRUDENTE","8 ou 10","covid","corte 3 semanas"
4,2023-11-09,7,2,17,5,10,6,2024-02-07,"PRESIDENTE PRUDENTE","8 ou 10","covid","corte 3 semanas"
5,2023-11-16,7,1,15,5,9,9,2024-02-07,"PRESIDENTE PRUDENTE","8 ou 10","covid","corte 3 semanas"
6,2023-11-23,5,1,12.025,3,7,9,2024-02-07,"PRESIDENTE PRUDENTE","8 ou 10","covid","corte 3 semanas"
7,2023-11-30,3,0,9,2,5,1,2024-02-07,"PRESIDENTE PRUDENTE","8 ou 10","covid","corte 3 semanas"
8,2023-12-07,2,0,7,1,3,2,2024-02-07,"PRESIDENTE PRUDENTE","8 ou 10","covid","corte 3 semanas"
9,2023-12-14,1,0,6,1,3,1,2024-02-07,"PRESIDENTE PRUDENTE","8 ou 10","covid","corte 3 semanas"
10,2023-12-21,1,0,5,0,2,1,2024-02-07,"PRESIDENTE PRUDENTE","8 ou 10","covid","corte 3 semanas"
11,2023-12-28,1,0,4.02499999999998,0,2,1,2024-02-07,"PRESIDENTE PRUDENTE","8 ou 10","covid","corte 3 semanas"
12,2024-01-04,0,0,5,0,1,NA,2024-02-07,"PRESIDENTE PRUDENTE","8 ou 10","covid","corte 3 semanas"
13,2024-01-11,0,0,8,0,1,NA,2024-02-07,"PRESIDENTE PRUDENTE","8 ou 10","covid","corte 3 semanas"
14,2024-01-18,0,0,14,0,1,NA,2024-02-07,"PRESIDENTE PRUDENTE","8 ou 10","covid","corte 3 semanas"
15,2024-01-25,0,0,47.025,0,1,NA,2024-02-07,"PRESIDENTE PRUDENTE","8 ou 10","covid","corte 3 semanas"
1,2023-10-18,13,3,33.025,9,17,11,2024-02-07,"REGISTRO","8 ou 10","covid","corte 3 semanas"
2,2023-10-25,11,3,27.05,8,15,15,2024-02-07,"REGISTRO","8 ou 10","covid","corte 3 semanas"
3,2023-11-01,9,2,23,6,12,7,2024-02-07,"REGISTRO","8 ou 10","covid","corte 3 semanas"
4,2023-11-08,8,1,18,5,11,6,2024-02-07,"REGISTRO","8 ou 10","covid","corte 3 semanas"
5,2023-11-15,7,2,18.025,5,10,13,2024-02-07,"REGISTRO","8 ou 10","covid","corte 3 semanas"
6,2023-11-22,6,1,14,4,8,3,2024-02-07,"REGISTRO","8 ou 10","covid","corte 3 semanas"
7,2023-11-29,5,0,13,3,7,5,2024-02-07,"REGISTRO","8 ou 10","covid","corte 3 semanas"
8,2023-12-06,4,0,11,2,6,3,2024-02-07,"REGISTRO","8 ou 10","covid","corte 3 semanas"
9,2023-12-13,3,0,10,2,5,8,2024-02-07,"REGISTRO","8 ou 10","covid","corte 3 semanas"
10,2023-12-20,2,0,8,1,4,1,2024-02-07,"REGISTRO","8 ou 10","covid","corte 3 semanas"
11,2023-12-27,2,0,7,1,3,1,2024-02-07,"REGISTRO","8 ou 10","covid","corte 3 semanas"
12,2024-01-03,1,0,7,0,3,NA,2024-02-07,"REGISTRO","8 ou 10","covid","corte 3 semanas"
13,2024-01-10,1,0,8,0,2,NA,2024-02-07,"REGISTRO","8 ou 10","covid","corte 3 semanas"
14,2024-01-17,1,0,10,0,2,NA,2024-02-07,"REGISTRO","8 ou 10","covid","corte 3 semanas"
15,2024-01-24,1,0,12.025,0,2,NA,2024-02-07,"REGISTRO","8 ou 10","covid","corte 3 semanas"
1,2023-10-26,8,2,19.025,5,11,6,2024-02-07,"RIBEIRÃO PRETO","8 ou 10","covid","corte 3 semanas"
2,2023-11-02,8,2,17,5,10,11,2024-02-07,"RIBEIRÃO PRETO","8 ou 10","covid","corte 3 semanas"
3,2023-11-09,7,1,16,5,9,8,2024-02-07,"RIBEIRÃO PRETO","8 ou 10","covid","corte 3 semanas"
4,2023-11-16,6,1,14,4,8,9,2024-02-07,"RIBEIRÃO PRETO","8 ou 10","covid","corte 3 semanas"
5,2023-11-23,5,1,12,3,7,2,2024-02-07,"RIBEIRÃO PRETO","8 ou 10","covid","corte 3 semanas"
6,2023-11-30,4,0,11,3,6,2,2024-02-07,"RIBEIRÃO PRETO","8 ou 10","covid","corte 3 semanas"
7,2023-12-07,4,0,11,2,6,3,2024-02-07,"RIBEIRÃO PRETO","8 ou 10","covid","corte 3 semanas"
8,2023-12-14,5,1,12,3,6,7,2024-02-07,"RIBEIRÃO PRETO","8 ou 10","covid","corte 3 semanas"
9,2023-12-21,5,1,12,3,7,6,2024-02-07,"RIBEIRÃO PRETO","8 ou 10","covid","corte 3 semanas"
10,2023-12-28,5,1,12,3,7,4,2024-02-07,"RIBEIRÃO PRETO","8 ou 10","covid","corte 3 semanas"
11,2024-01-04,6,1,15,3,8,7,2024-02-07,"RIBEIRÃO PRETO","8 ou 10","covid","corte 3 semanas"
12,2024-01-11,6,0,22,3,9,NA,2024-02-07,"RIBEIRÃO PRETO","8 ou 10","covid","corte 3 semanas"
13,2024-01-18,6,0,53.025,3,11,NA,2024-02-07,"RIBEIRÃO PRETO","8 ou 10","covid","corte 3 semanas"
14,2024-01-25,6,0,119.05,3,13,NA,2024-02-07,"RIBEIRÃO PRETO","8 ou 10","covid","corte 3 semanas"
15,2024-02-01,6,0,298.774999999999,2,17,NA,2024-02-07,"RIBEIRÃO PRETO","8 ou 10","covid","corte 3 semanas"
1,2023-10-24,9,2,22.025,6,12,7,2024-02-07,"SÃO JOÃO DA BOA VISTA","8 ou 10","covid","corte 3 semanas"
2,2023-10-31,8,1,18,5,11,11,2024-02-07,"SÃO JOÃO DA BOA VISTA","8 ou 10","covid","corte 3 semanas"
3,2023-11-07,7,1,16,5,9,7,2024-02-07,"SÃO JOÃO DA BOA VISTA","8 ou 10","covid","corte 3 semanas"
4,2023-11-14,5,1,13,3,7,6,2024-02-07,"SÃO JOÃO DA BOA VISTA","8 ou 10","covid","corte 3 semanas"
5,2023-11-21,4,0,11,3,6,5,2024-02-07,"SÃO JOÃO DA BOA VISTA","8 ou 10","covid","corte 3 semanas"
6,2023-11-28,3,0,10,2,5,1,2024-02-07,"SÃO JOÃO DA BOA VISTA","8 ou 10","covid","corte 3 semanas"
7,2023-12-05,3,0,8,2,4,1,2024-02-07,"SÃO JOÃO DA BOA VISTA","8 ou 10","covid","corte 3 semanas"
8,2023-12-12,3,0,7,1,4,3,2024-02-07,"SÃO JOÃO DA BOA VISTA","8 ou 10","covid","corte 3 semanas"
9,2023-12-19,2,0,8,1,4,6,2024-02-07,"SÃO JOÃO DA BOA VISTA","8 ou 10","covid","corte 3 semanas"
10,2023-12-26,2,0,7,1,3,2,2024-02-07,"SÃO JOÃO DA BOA VISTA","8 ou 10","covid","corte 3 semanas"
11,2024-01-02,2,0,7,1,3,1,2024-02-07,"SÃO JOÃO DA BOA VISTA","8 ou 10","covid","corte 3 semanas"
12,2024-01-09,1,0,7,0,3,NA,2024-02-07,"SÃO JOÃO DA BOA VISTA","8 ou 10","covid","corte 3 semanas"
13,2024-01-16,1,0,10,0,2,NA,2024-02-07,"SÃO JOÃO DA BOA VISTA","8 ou 10","covid","corte 3 semanas"
14,2024-01-23,1,0,13.025,0,2,NA,2024-02-07,"SÃO JOÃO DA BOA VISTA","8 ou 10","covid","corte 3 semanas"
15,2024-01-30,1,0,23.025,0,2,NA,2024-02-07,"SÃO JOÃO DA BOA VISTA","8 ou 10","covid","corte 3 semanas"
1,2023-10-26,20,10,37,16,25,23,2024-02-07,"SÃO JOSÉ DO RIO PRETO","8 ou 10","covid","corte 3 semanas"
2,2023-11-02,18,9,30,15,21,18,2024-02-07,"SÃO JOSÉ DO RIO PRETO","8 ou 10","covid","corte 3 semanas"
3,2023-11-09,15.5,7,26,12,19,16,2024-02-07,"SÃO JOSÉ DO RIO PRETO","8 ou 10","covid","corte 3 semanas"
4,2023-11-16,14,6,24,11,17,11,2024-02-07,"SÃO JOSÉ DO RIO PRETO","8 ou 10","covid","corte 3 semanas"
5,2023-11-23,12,5,21,10,15,11,2024-02-07,"SÃO JOSÉ DO RIO PRETO","8 ou 10","covid","corte 3 semanas"
6,2023-11-30,12,5,21,9,15,14,2024-02-07,"SÃO JOSÉ DO RIO PRETO","8 ou 10","covid","corte 3 semanas"
7,2023-12-07,12,4,20,9,14,11,2024-02-07,"SÃO JOSÉ DO RIO PRETO","8 ou 10","covid","corte 3 semanas"
8,2023-12-14,12,5,20,9,15,13,2024-02-07,"SÃO JOSÉ DO RIO PRETO","8 ou 10","covid","corte 3 semanas"
9,2023-12-21,12,5,21.025,9,15,8,2024-02-07,"SÃO JOSÉ DO RIO PRETO","8 ou 10","covid","corte 3 semanas"
10,2023-12-28,13,5,23,10,16,15,2024-02-07,"SÃO JOSÉ DO RIO PRETO","8 ou 10","covid","corte 3 semanas"
11,2024-01-04,14,6,26,10,18,16,2024-02-07,"SÃO JOSÉ DO RIO PRETO","8 ou 10","covid","corte 3 semanas"
12,2024-01-11,15,5,35,11,20,NA,2024-02-07,"SÃO JOSÉ DO RIO PRETO","8 ou 10","covid","corte 3 semanas"
13,2024-01-18,16,4,57.025,11,24,NA,2024-02-07,"SÃO JOSÉ DO RIO PRETO","8 ou 10","covid","corte 3 semanas"
14,2024-01-25,17,3,102.025,10,28,NA,2024-02-07,"SÃO JOSÉ DO RIO PRETO","8 ou 10","covid","corte 3 semanas"
15,2024-02-01,18,2,189.25,9,34,NA,2024-02-07,"SÃO JOSÉ DO RIO PRETO","8 ou 10","covid","corte 3 semanas"
1,2023-10-26,26,11.975,45,21,32,21,2024-02-07,"SOROCABA","8 ou 10","covid","corte 3 semanas"
2,2023-11-02,22,10,37.025,18,26,30,2024-02-07,"SOROCABA","8 ou 10","covid","corte 3 semanas"
3,2023-11-09,17,7,29,13,20,17,2024-02-07,"SOROCABA","8 ou 10","covid","corte 3 semanas"
4,2023-11-16,13,5,22,10,16,12,2024-02-07,"SOROCABA","8 ou 10","covid","corte 3 semanas"
5,2023-11-23,10,4,18,7,12,8,2024-02-07,"SOROCABA","8 ou 10","covid","corte 3 semanas"
