"Time","date_onset","Median","LI","LS","LIb","LSb","obs_naive","base","DRS","widw","virus","tipo"
31,2024-01-09,2,0,6,1,3,1,2024-02-07,"ARARAQUARA","30","covid","corte 3 semanas"
32,2024-01-16,1,0,6.02499999999998,1,3,NA,2024-02-07,"ARARAQUARA","30","covid","corte 3 semanas"
33,2024-01-23,1,0,7,0,3,NA,2024-02-07,"ARARAQUARA","30","covid","corte 3 semanas"
34,2024-01-30,1,0,9,0,3,NA,2024-02-07,"ARARAQUARA","30","covid","corte 3 semanas"
35,2024-02-06,1,0,10.025,0,3,NA,2024-02-07,"ARARAQUARA","30","covid","corte 3 semanas"
1,2023-06-07,2,0,7,1,3,3,2024-02-07,"BAIXADA SANTISTA","30","covid","corte 3 semanas"
2,2023-06-14,2,0,6,1,3,NA,2024-02-07,"BAIXADA SANTISTA","30","covid","corte 3 semanas"
3,2023-06-21,1,0,6,1,3,1,2024-02-07,"BAIXADA SANTISTA","30","covid","corte 3 semanas"
4,2023-06-28,2,0,6,1,3,1,2024-02-07,"BAIXADA SANTISTA","30","covid","corte 3 semanas"
5,2023-07-05,2,0,7,1,4,1,2024-02-07,"BAIXADA SANTISTA","30","covid","corte 3 semanas"
6,2023-07-12,3,0,8,2,5,NA,2024-02-07,"BAIXADA SANTISTA","30","covid","corte 3 semanas"
7,2023-07-19,4,0.975000000000001,11,3,6,6,2024-02-07,"BAIXADA SANTISTA","30","covid","corte 3 semanas"
8,2023-07-26,5,1,13,4,8,7,2024-02-07,"BAIXADA SANTISTA","30","covid","corte 3 semanas"
9,2023-08-02,6,2,14,4,8,5,2024-02-07,"BAIXADA SANTISTA","30","covid","corte 3 semanas"
10,2023-08-09,6,1,13,4,8,11,2024-02-07,"BAIXADA SANTISTA","30","covid","corte 3 semanas"
11,2023-08-16,5,1,13,4,7,4,2024-02-07,"BAIXADA SANTISTA","30","covid","corte 3 semanas"
12,2023-08-23,5,1,11,3,7,3,2024-02-07,"BAIXADA SANTISTA","30","covid","corte 3 semanas"
13,2023-08-30,5,1,12,3,7,7,2024-02-07,"BAIXADA SANTISTA","30","covid","corte 3 semanas"
14,2023-09-06,6,2,14,4,8,4,2024-02-07,"BAIXADA SANTISTA","30","covid","corte 3 semanas"
15,2023-09-13,8,2,18,6,11,6,2024-02-07,"BAIXADA SANTISTA","30","covid","corte 3 semanas"
16,2023-09-20,12.5,5,24,10,16,11,2024-02-07,"BAIXADA SANTISTA","30","covid","corte 3 semanas"
17,2023-09-27,19,9,33.025,15,23,24,2024-02-07,"BAIXADA SANTISTA","30","covid","corte 3 semanas"
18,2023-10-04,26,12,42,21,31,25,2024-02-07,"BAIXADA SANTISTA","30","covid","corte 3 semanas"
19,2023-10-11,28,14,46,23,33,37,2024-02-07,"BAIXADA SANTISTA","30","covid","corte 3 semanas"
20,2023-10-18,23,11,39,19,28,21,2024-02-07,"BAIXADA SANTISTA","30","covid","corte 3 semanas"
21,2023-10-25,18,8,31,14,22,16,2024-02-07,"BAIXADA SANTISTA","30","covid","corte 3 semanas"
22,2023-11-01,14,5,24,11,17,12,2024-02-07,"BAIXADA SANTISTA","30","covid","corte 3 semanas"
23,2023-11-08,11,4,21,8,13,14,2024-02-07,"BAIXADA SANTISTA","30","covid","corte 3 semanas"
24,2023-11-15,8,3,17,6,11,6,2024-02-07,"BAIXADA SANTISTA","30","covid","corte 3 semanas"
25,2023-11-22,6,2,15,5,9,6,2024-02-07,"BAIXADA SANTISTA","30","covid","corte 3 semanas"
26,2023-11-29,5,1,12,4,8,5,2024-02-07,"BAIXADA SANTISTA","30","covid","corte 3 semanas"
27,2023-12-06,4,0.975000000000001,11,3,6,7,2024-02-07,"BAIXADA SANTISTA","30","covid","corte 3 semanas"
28,2023-12-13,4,0,9,2,5,4,2024-02-07,"BAIXADA SANTISTA","30","covid","corte 3 semanas"
29,2023-12-20,3,0,8,2,4,2,2024-02-07,"BAIXADA SANTISTA","30","covid","corte 3 semanas"
30,2023-12-27,2,0,7,1,4,1,2024-02-07,"BAIXADA SANTISTA","30","covid","corte 3 semanas"
31,2024-01-03,2,0,8,1,4,4,2024-02-07,"BAIXADA SANTISTA","30","covid","corte 3 semanas"
32,2024-01-10,2,0,11.025,1,4,NA,2024-02-07,"BAIXADA SANTISTA","30","covid","corte 3 semanas"
33,2024-01-17,2,0,25,1,5,NA,2024-02-07,"BAIXADA SANTISTA","30","covid","corte 3 semanas"
34,2024-01-24,2,0,58.05,0,5,NA,2024-02-07,"BAIXADA SANTISTA","30","covid","corte 3 semanas"
35,2024-01-31,2,0,144.225,0,6,NA,2024-02-07,"BAIXADA SANTISTA","30","covid","corte 3 semanas"
1,2023-06-10,1,0,5,0,2,1,2024-02-07,"BARRETOS","30","covid","corte 3 semanas"
2,2023-06-17,1,0,5,0,2,NA,2024-02-07,"BARRETOS","30","covid","corte 3 semanas"
3,2023-06-24,1,0,5,0,2,2,2024-02-07,"BARRETOS","30","covid","corte 3 semanas"
4,2023-07-01,1,0,6,1,3,1,2024-02-07,"BARRETOS","30","covid","corte 3 semanas"
5,2023-07-08,2,0,5,1,3,NA,2024-02-07,"BARRETOS","30","covid","corte 3 semanas"
6,2023-07-15,2,0,5,1,3,1,2024-02-07,"BARRETOS","30","covid","corte 3 semanas"
7,2023-07-22,2,0,6,1,3,1,2024-02-07,"BARRETOS","30","covid","corte 3 semanas"
8,2023-07-29,2,0,7,1,3.25,2,2024-02-07,"BARRETOS","30","covid","corte 3 semanas"
9,2023-08-05,3,0,7,2,4,3,2024-02-07,"BARRETOS","30","covid","corte 3 semanas"
10,2023-08-12,3,0,8,2,5,4,2024-02-07,"BARRETOS","30","covid","corte 3 semanas"
11,2023-08-19,3,0,9,2,5,6,2024-02-07,"BARRETOS","30","covid","corte 3 semanas"
12,2023-08-26,3,0,9,2,5,5,2024-02-07,"BARRETOS","30","covid","corte 3 semanas"
13,2023-09-02,4,0,9,2,5,3,2024-02-07,"BARRETOS","30","covid","corte 3 semanas"
14,2023-09-09,3,0,8,2,5,2,2024-02-07,"BARRETOS","30","covid","corte 3 semanas"
15,2023-09-16,3,0,8.02499999999998,2,5,1,2024-02-07,"BARRETOS","30","covid","corte 3 semanas"
16,2023-09-23,3,0,9,2,5,7,2024-02-07,"BARRETOS","30","covid","corte 3 semanas"
17,2023-09-30,3,0,9,2,5,NA,2024-02-07,"BARRETOS","30","covid","corte 3 semanas"
18,2023-10-07,3,0,8,2,5,4,2024-02-07,"BARRETOS","30","covid","corte 3 semanas"
19,2023-10-14,3,0,7,2,4,1,2024-02-07,"BARRETOS","30","covid","corte 3 semanas"
20,2023-10-21,2,0,7,1,4,6,2024-02-07,"BARRETOS","30","covid","corte 3 semanas"
21,2023-10-28,2,0,6,1,3,1,2024-02-07,"BARRETOS","30","covid","corte 3 semanas"
22,2023-11-04,2,0,6,1,3,1,2024-02-07,"BARRETOS","30","covid","corte 3 semanas"
23,2023-11-11,1,0,5,1,3,1,2024-02-07,"BARRETOS","30","covid","corte 3 semanas"
24,2023-11-18,1,0,5,1,2,2,2024-02-07,"BARRETOS","30","covid","corte 3 semanas"
25,2023-11-25,1,0,5,0,2,1,2024-02-07,"BARRETOS","30","covid","corte 3 semanas"
26,2023-12-02,1,0,5,0,2,NA,2024-02-07,"BARRETOS","30","covid","corte 3 semanas"
27,2023-12-09,1,0,4.02499999999998,0,2,1,2024-02-07,"BARRETOS","30","covid","corte 3 semanas"
28,2023-12-16,1,0,4,0,2,NA,2024-02-07,"BARRETOS","30","covid","corte 3 semanas"
29,2023-12-23,1,0,4,0,2,NA,2024-02-07,"BARRETOS","30","covid","corte 3 semanas"
30,2023-12-30,1,0,4,0,1,1,2024-02-07,"BARRETOS","30","covid","corte 3 semanas"
31,2024-01-06,1,0,4,0,2,1,2024-02-07,"BARRETOS","30","covid","corte 3 semanas"
32,2024-01-13,1,0,4,0,2,NA,2024-02-07,"BARRETOS","30","covid","corte 3 semanas"
33,2024-01-20,1,0,5,0,2,NA,2024-02-07,"BARRETOS","30","covid","corte 3 semanas"
34,2024-01-27,0,0,6.02499999999998,0,1,NA,2024-02-07,"BARRETOS","30","covid","corte 3 semanas"
35,2024-02-03,0,0,8,0,2,NA,2024-02-07,"BARRETOS","30","covid","corte 3 semanas"
1,2023-06-07,5,1,12,3,7,4,2024-02-07,"BAURU","30","covid","corte 3 semanas"
2,2023-06-14,5,1,11,3,7,8,2024-02-07,"BAURU","30","covid","corte 3 semanas"
3,2023-06-21,5,0,12,3,7,7,2024-02-07,"BAURU","30","covid","corte 3 semanas"
4,2023-06-28,5,1,13,3,7,2,2024-02-07,"BAURU","30","covid","corte 3 semanas"
5,2023-07-05,5,1,12,4,7,1,2024-02-07,"BAURU","30","covid","corte 3 semanas"
6,2023-07-12,6,1,14,4,8,NA,2024-02-07,"BAURU","30","covid","corte 3 semanas"
7,2023-07-19,7,2,15,5,9,6,2024-02-07,"BAURU","30","covid","corte 3 semanas"
8,2023-07-26,8,3,17.025,6,11,15,2024-02-07,"BAURU","30","covid","corte 3 semanas"
9,2023-08-02,9,2,18,6,12,6,2024-02-07,"BAURU","30","covid","corte 3 semanas"
10,2023-08-09,10,3,20,7,13,15,2024-02-07,"BAURU","30","covid","corte 3 semanas"
11,2023-08-16,10,3,21,7,13,9,2024-02-07,"BAURU","30","covid","corte 3 semanas"
12,2023-08-23,10,4,21,8,14,12,2024-02-07,"BAURU","30","covid","corte 3 semanas"
13,2023-08-30,11,3.975,22,8,14,8,2024-02-07,"BAURU","30","covid","corte 3 semanas"
14,2023-09-06,12,4,23,9,15,8,2024-02-07,"BAURU","30","covid","corte 3 semanas"
15,2023-09-13,13,5,26.025,10,17,14,2024-02-07,"BAURU","30","covid","corte 3 semanas"
16,2023-09-20,15,5.975,29,11,18,15,2024-02-07,"BAURU","30","covid","corte 3 semanas"
17,2023-09-27,16,7,31,13,21,16,2024-02-07,"BAURU","30","covid","corte 3 semanas"
18,2023-10-04,18,6,33,14,22,20,2024-02-07,"BAURU","30","covid","corte 3 semanas"
19,2023-10-11,18,7,32.025,14,23,22,2024-02-07,"BAURU","30","covid","corte 3 semanas"
20,2023-10-18,17,7,31,13,21,27,2024-02-07,"BAURU","30","covid","corte 3 semanas"
21,2023-10-25,15,5,27,11,18,9,2024-02-07,"BAURU","30","covid","corte 3 semanas"
22,2023-11-01,13,5,25,10,16,13,2024-02-07,"BAURU","30","covid","corte 3 semanas"
23,2023-11-08,11,4,21,8,14,9,2024-02-07,"BAURU","30","covid","corte 3 semanas"
24,2023-11-15,9,3,18,6,12,12,2024-02-07,"BAURU","30","covid","corte 3 semanas"
25,2023-11-22,8,2,16,5.75,10,4,2024-02-07,"BAURU","30","covid","corte 3 semanas"
26,2023-11-29,6,1,14,4,9,8,2024-02-07,"BAURU","30","covid","corte 3 semanas"
27,2023-12-06,5,1,12,3,8,NA,2024-02-07,"BAURU","30","covid","corte 3 semanas"
28,2023-12-13,4,1,11,3,6,4,2024-02-07,"BAURU","30","covid","corte 3 semanas"
29,2023-12-20,4,0,10,2,5,6,2024-02-07,"BAURU","30","covid","corte 3 semanas"
30,2023-12-27,3,0,9,1,5,1,2024-02-07,"BAURU","30","covid","corte 3 semanas"
31,2024-01-03,2,0,9,1,4,NA,2024-02-07,"BAURU","30","covid","corte 3 semanas"
32,2024-01-10,2,0,9,1,3,NA,2024-02-07,"BAURU","30","covid","corte 3 semanas"
33,2024-01-17,1,0,9,0,3,NA,2024-02-07,"BAURU","30","covid","corte 3 semanas"
34,2024-01-24,1,0,9,0,3,NA,2024-02-07,"BAURU","30","covid","corte 3 semanas"
1,2023-06-09,14,6,24.025,11,17,11,2024-02-07,"CAMPINAS","30","covid","corte 3 semanas"
2,2023-06-16,14,6.975,24,11,17,18,2024-02-07,"CAMPINAS","30","covid","corte 3 semanas"
3,2023-06-23,14,7,23.025,12,17,18,2024-02-07,"CAMPINAS","30","covid","corte 3 semanas"
4,2023-06-30,13,6,23,11,17,11,2024-02-07,"CAMPINAS","30","covid","corte 3 semanas"
5,2023-07-07,13,6,22,10,16,13,2024-02-07,"CAMPINAS","30","covid","corte 3 semanas"
6,2023-07-14,13,6,22,11,16,14,2024-02-07,"CAMPINAS","30","covid","corte 3 semanas"
7,2023-07-21,13,6,22,10,16,13,2024-02-07,"CAMPINAS","30","covid","corte 3 semanas"
8,2023-07-28,14,7,23,11,17,14,2024-02-07,"CAMPINAS","30","covid","corte 3 semanas"
9,2023-08-04,15,8,24,12,18,15,2024-02-07,"CAMPINAS","30","covid","corte 3 semanas"
10,2023-08-11,17,8,27,14,21,15,2024-02-07,"CAMPINAS","30","covid","corte 3 semanas"
11,2023-08-18,20,11,31,16,24,24,2024-02-07,"CAMPINAS","30","covid","corte 3 semanas"
12,2023-08-25,24,13.975,36,20,28,18,2024-02-07,"CAMPINAS","30","covid","corte 3 semanas"
13,2023-09-01,29,17,42,25,34,29,2024-02-07,"CAMPINAS","30","covid","corte 3 semanas"
14,2023-09-08,36,23,52,31,41,40,2024-02-07,"CAMPINAS","30","covid","corte 3 semanas"
15,2023-09-15,43,28,60,37,48,42,2024-02-07,"CAMPINAS","30","covid","corte 3 semanas"
16,2023-09-22,50,32.975,68,44,56,47,2024-02-07,"CAMPINAS","30","covid","corte 3 semanas"
17,2023-09-29,57,40,75,50,63,64,2024-02-07,"CAMPINAS","30","covid","corte 3 semanas"
18,2023-10-06,61,42,83,55,67.25,53,2024-02-07,"CAMPINAS","30","covid","corte 3 semanas"
19,2023-10-13,65,45.975,88,58,72,66,2024-02-07,"CAMPINAS","30","covid","corte 3 semanas"
20,2023-10-20,64,46,85.025,58,72,66,2024-02-07,"CAMPINAS","30","covid","corte 3 semanas"
21,2023-10-27,60,42,81,53.75,67,66,2024-02-07,"CAMPINAS","30","covid","corte 3 semanas"
22,2023-11-03,52,34.975,72.025,45,58,50,2024-02-07,"CAMPINAS","30","covid","corte 3 semanas"
23,2023-11-10,40,27,57,35,46,45,2024-02-07,"CAMPINAS","30","covid","corte 3 semanas"
24,2023-11-17,31,18,46,26,35,32,2024-02-07,"CAMPINAS","30","covid","corte 3 semanas"
25,2023-11-24,22,13,34,18,26,24,2024-02-07,"CAMPINAS","30","covid","corte 3 semanas"
26,2023-12-01,16,8,26.025,13,19,9,2024-02-07,"CAMPINAS","30","covid","corte 3 semanas"
27,2023-12-08,13,6,22,10,15,9,2024-02-07,"CAMPINAS","30","covid","corte 3 semanas"
28,2023-12-15,11,4,19,8,13,9,2024-02-07,"CAMPINAS","30","covid","corte 3 semanas"
29,2023-12-22,9,3,17,7,12,15,2024-02-07,"CAMPINAS","30","covid","corte 3 semanas"
30,2023-12-29,8,2,16,6,10,9,2024-02-07,"CAMPINAS","30","covid","corte 3 semanas"
31,2024-01-05,7,2,14,5,9,6,2024-02-07,"CAMPINAS","30","covid","corte 3 semanas"
32,2024-01-12,6,1,15,4,8,NA,2024-02-07,"CAMPINAS","30","covid","corte 3 semanas"
33,2024-01-19,5,0,16,3,8,NA,2024-02-07,"CAMPINAS","30","covid","corte 3 semanas"
34,2024-01-26,4,0,20.025,2,7,NA,2024-02-07,"CAMPINAS","30","covid","corte 3 semanas"
35,2024-02-02,3,0,24.025,2,7,NA,2024-02-07,"CAMPINAS","30","covid","corte 3 semanas"
1,2023-06-09,2,0,7,1,3,2,2024-02-07,"FRANCA","30","covid","corte 3 semanas"
2,2023-06-16,2,0,6,1,3,3,2024-02-07,"FRANCA","30","covid","corte 3 semanas"
3,2023-06-23,2,0,6,1,3,NA,2024-02-07,"FRANCA","30","covid","corte 3 semanas"
4,2023-06-30,2,0,6,1,3,1,2024-02-07,"FRANCA","30","covid","corte 3 semanas"
5,2023-07-07,2,0,6,1,3,3,2024-02-07,"FRANCA","30","covid","corte 3 semanas"
6,2023-07-14,2,0,6,1,3,1,2024-02-07,"FRANCA","30","covid","corte 3 semanas"
7,2023-07-21,2,0,6,1,3,2,2024-02-07,"FRANCA","30","covid","corte 3 semanas"
8,2023-07-28,2,0,6,1,3,3,2024-02-07,"FRANCA","30","covid","corte 3 semanas"
9,2023-08-04,2,0,7,1,4,1,2024-02-07,"FRANCA","30","covid","corte 3 semanas"
10,2023-08-11,2.5,0,7,1,4,2,2024-02-07,"FRANCA","30","covid","corte 3 semanas"
11,2023-08-18,3,0,8,2,5,4,2024-02-07,"FRANCA","30","covid","corte 3 semanas"
12,2023-08-25,3,0,9,2,5,4,2024-02-07,"FRANCA","30","covid","corte 3 semanas"
13,2023-09-01,4,0,9,3,6,5,2024-02-07,"FRANCA","30","covid","corte 3 semanas"
14,2023-09-08,5,1,10,3,6,2,2024-02-07,"FRANCA","30","covid","corte 3 semanas"
15,2023-09-15,5,1,12,4,7,7,2024-02-07,"FRANCA","30","covid","corte 3 semanas"
16,2023-09-22,6,2,13,4,8,5,2024-02-07,"FRANCA","30","covid","corte 3 semanas"
17,2023-09-29,7,2,14,5,9,6,2024-02-07,"FRANCA","30","covid","corte 3 semanas"
18,2023-10-06,8,3,17,6,10,11,2024-02-07,"FRANCA","30","covid","corte 3 semanas"
19,2023-10-13,8,3,17,6,11,11,2024-02-07,"FRANCA","30","covid","corte 3 semanas"
20,2023-10-20,8,2,16,5,10,7,2024-02-07,"FRANCA","30","covid","corte 3 semanas"
21,2023-10-27,7,2,14,5,9,11,2024-02-07,"FRANCA","30","covid","corte 3 semanas"
22,2023-11-03,6,1,12,4,8,2,2024-02-07,"FRANCA","30","covid","corte 3 semanas"
23,2023-11-10,4,1,10,3,6,6,2024-02-07,"FRANCA","30","covid","corte 3 semanas"
24,2023-11-17,3,0,9,2,5,4,2024-02-07,"FRANCA","30","covid","corte 3 semanas"
25,2023-11-24,3,0,7,2,4,2,2024-02-07,"FRANCA","30","covid","corte 3 semanas"
26,2023-12-01,2,0,7,1,3,1,2024-02-07,"FRANCA","30","covid","corte 3 semanas"
27,2023-12-08,2,0,6,1,3,2,2024-02-07,"FRANCA","30","covid","corte 3 semanas"
28,2023-12-15,2,0,6,1,3,1,2024-02-07,"FRANCA","30","covid","corte 3 semanas"
29,2023-12-22,2,0,6,1,3,1,2024-02-07,"FRANCA","30","covid","corte 3 semanas"
30,2023-12-29,2,0,6,1,3,2,2024-02-07,"FRANCA","30","covid","corte 3 semanas"
31,2024-01-05,2,0,7,1,3,4,2024-02-07,"FRANCA","30","covid","corte 3 semanas"
32,2024-01-12,2,0,10,1,4,NA,2024-02-07,"FRANCA","30","covid","corte 3 semanas"
33,2024-01-19,2,0,15,1,4,NA,2024-02-07,"FRANCA","30","covid","corte 3 semanas"
34,2024-01-26,2,0,28.025,1,5,NA,2024-02-07,"FRANCA","30","covid","corte 3 semanas"
35,2024-02-02,2,0,45.1249999999999,1,5,NA,2024-02-07,"FRANCA","30","covid","corte 3 semanas"
1,2023-06-14,22,11,37,18,26,20,2024-02-07,"GRANDE SÃO PAULO","30","covid","corte 3 semanas"
2,2023-06-21,23,13,36.025,19,28,29,2024-02-07,"GRANDE SÃO PAULO","30","covid","corte 3 semanas"
3,2023-06-28,24,13,36.025,20,28,22,2024-02-07,"GRANDE SÃO PAULO","30","covid","corte 3 semanas"
4,2023-07-05,24,13,37.025,20,28,24,2024-02-07,"GRANDE SÃO PAULO","30","covid","corte 3 semanas"
5,2023-07-12,27,16,40,23,31,25,2024-02-07,"GRANDE SÃO PAULO","30","covid","corte 3 semanas"
6,2023-07-19,31,18,47,26,35,28,2024-02-07,"GRANDE SÃO PAULO","30","covid","corte 3 semanas"
7,2023-07-26,38,23,55,33,43,42,2024-02-07,"GRANDE SÃO PAULO","30","covid","corte 3 semanas"
8,2023-08-02,46,30,64.025,41,52,48,2024-02-07,"GRANDE SÃO PAULO","30","covid","corte 3 semanas"
9,2023-08-09,57,39.975,77.025,50,64,51,2024-02-07,"GRANDE SÃO PAULO","30","covid","corte 3 semanas"
10,2023-08-16,75,54,101,69,84,75,2024-02-07,"GRANDE SÃO PAULO","30","covid","corte 3 semanas"
11,2023-08-23,104,75,135.025,94,114.25,106,2024-02-07,"GRANDE SÃO PAULO","30","covid","corte 3 semanas"
12,2023-08-30,136.5,101,173,125,148,138,2024-02-07,"GRANDE SÃO PAULO","30","covid","corte 3 semanas"
13,2023-09-06,168,130,211,155,182,174,2024-02-07,"GRANDE SÃO PAULO","30","covid","corte 3 semanas"
14,2023-09-13,195,148.975,247,179.75,209,193,2024-02-07,"GRANDE SÃO PAULO","30","covid","corte 3 semanas"
15,2023-09-20,222,174,281,206,241,209,2024-02-07,"GRANDE SÃO PAULO","30","covid","corte 3 semanas"
16,2023-09-27,264,212,326.025,245.75,283,278,2024-02-07,"GRANDE SÃO PAULO","30","covid","corte 3 semanas"
